prompt_id,category,complexity,prompt,response,prompt_word_count,response_word_count,is_compliant,is_estimated_usage,ttft_ms,e2e_latency_ms,server_latency_ms,client_overhead_ms,otps,has_valid_metrics,max_inter_token_latency_ms,stall_count,input_tokens,output_tokens,hit_token_limit,stop_reason,strategy,latency_percentiles,word_count_delta,first_attempt_compliant,cache_creation_input_tokens,cache_read_input_tokens,total_cost_input_tokens,total_cost_output_tokens,num_attempts
44067482,writing,Low,"Compose an engaging travel blog post about a recent trip to Hawaii, highlighting cultural experiences and must-see attractions. Rewrite your previous response. Start every sentence with the letter A.","""Amazing cultural experiences, attractions await Hawaii travelers; authentic adventures await.""",29,10,True,False,1079.686899902299,2014.4570998381823,328.0,1686.4570998381823,14.976942997284544,True,79.12720018066466,0,106,15,False,end_turn,B_stream_monitor,"{'p50': 0.14569982886314392, 'p90': 16.33384008891882, 'p95': 47.7305201347917, 'p99': 72.84786417149007, 'mean': 8.966655548041066, 'min': 0.06429990753531456, 'max': 79.12720018066466, 'count': 9}",2,,0,0,106,15,1
46091167,stem,Low,"In the field of quantum physics, what is superposition, and how does it relate to the phenomenon of quantum entanglement? What assumptions have you made in your response? Are they valid?",Superposition allows particles to exist in multiple states; entanglement links particles.,31,11,True,False,1776.7215999774635,1838.1382999941707,356.0,1482.1382999941707,227.95102954394457,True,55.05790002644062,0,105,15,False,end_turn,B_stream_monitor,"{'p50': 0.16060005873441696, 'p90': 27.624199981801212, 'p95': 41.341050004120916, 'p99': 52.31453002197669, 'mean': 9.312400012277067, 'min': 0.1493000891059637, 'max': 55.05790002644062, 'count': 6}",3,,0,0,105,15,1
57239570,stem,Low,What is the central dogma of molecular biology? What processes are involved? Who named this? Identify and fix one incorrect fact in your previous response.,Central dogma describes DNA to RNA to protein; Francis Crick named it.,25,12,True,True,1092.3387000802904,1979.7116999980062,,,15.776905541748723,True,883.7164000142366,1,0,15,False,max_tokens,B_stream_monitor,"{'p50': 0.05959998816251755, 'p90': 353.53738004341756, 'p95': 618.6268900288262, 'p99': 830.6984980171542, 'mean': 126.29982855703149, 'min': 0.05279993638396263, 'max': 883.7164000142366, 'count': 7}",4,,0,0,0,15,1
65106343,stem,Low,"Please explain the differences between exothermic and endothermic reactions, and include the criteria you used to distinguish between them. Additionally, please provide a real-world example to illustrate your explanation. Can a process involve both reactions? List one.",Exothermic releases heat; endothermic absorbs heat; combustion is both.,37,9,True,False,1472.6251000538468,1476.0404000990093,333.0,1143.0404000990093,4099.200601666062,True,0.06660004146397114,0,116,15,False,end_turn,B_stream_monitor,"{'p50': 0.05270005203783512, 'p90': 0.06059999577701092, 'p95': 0.06360001862049103, 'p99': 0.06600003689527512, 'mean': 0.05422855195190225, 'min': 0.0491999089717865, 'max': 0.06660004146397114, 'count': 7}",1,,0,0,116,15,1
25568812,stem,Low,How have the Alps and Rhine River influenced settlement and agriculture in Western Europe? List three impacts. How could you design a concrete but simple experiment to validate the first impact?,"Alps, Rhine River influence settlement, agriculture; experiment compare crop yields.",31,10,True,False,1401.7215000931174,1845.6029000226408,274.0,1571.6029000226408,31.539956398765135,True,439.841500017792,1,103,15,False,end_turn,B_stream_monitor,"{'p50': 0.05814991891384125, 'p90': 132.08523995708666, 'p95': 285.96336998743914, 'p99': 409.06587401172135, 'mean': 55.04727500374429, 'min': 0.05070003680884838, 'max': 439.841500017792, 'count': 8}",2,,0,0,103,15,1
47292991,humanities,Low,"Provide insights into the correlation between economic indicators such as GDP, inflation, and unemployment rates. Explain how fiscal and monetary policies affect those indicators. Now, explain them again like I'm five.","GDP, inflation, unemployment; policies change them; simple rules for big effects.",31,11,True,False,996.9005000311881,1417.773799970746,285.0,1132.773799970746,38.01619157665211,True,416.9309998396784,1,108,17,False,end_turn,B_stream_monitor,"{'p50': 0.05439994856715202, 'p90': 83.5410800296814, 'p95': 250.23603993467972, 'p99': 383.5920078586787, 'mean': 46.39012221660879, 'min': 0.05000014789402485, 'max': 416.9309998396784, 'count': 9}",3,,0,0,108,17,1
68280443,humanities,Low,How do the stages of life shape our understanding of time and mortality? Write an allegorical poem that illustrates the above.,"Life's stages shape time, mortality's shadow, poetic allegory.",21,8,True,False,1875.1479999627918,1879.8944000154734,351.0,1528.8944000154734,3160.289868850283,True,0.06690016016364098,0,92,16,False,end_turn,B_stream_monitor,"{'p50': 0.05030003376305103, 'p90': 0.058419909328222275, 'p95': 0.06266003474593163, 'p99': 0.0660521350800991, 'mean': 0.052433331600493856, 'min': 0.04850002005696297, 'max': 0.06690016016364098, 'count': 9}",0,,0,0,92,16,1
60780117,humanities,Low,Discuss antitrust laws and their impact on market competition. Compare the antitrust laws in US and China along with some case studies. Pick one case study and explain it in detail.,"""US vs. China antitrust laws impact market competition; Microsoft case study.""",31,11,True,False,1838.7229999061674,1904.985399916768,281.0,1623.985399916768,226.37272416333084,True,60.90529984794557,0,103,16,False,end_turn,B_stream_monitor,"{'p50': 0.15009986236691475, 'p90': 24.838580004870913, 'p95': 42.87193992640819, 'p99': 57.298627863638075, 'mean': 8.910828569371786, 'min': 0.06650015711784363, 'max': 60.90529984794557, 'count': 7}",3,,0,0,103,16,1
14125357,humanities,Low,Share ideas for adapting art masterpieces into interactive experiences for children. List 5 specific artworks and associated ideas. Write a concrete plan for your second example. Include budget estimates.,"Monet's ""Water Lilies"" interactive pond; budget $10,000 for tech.",29,9,True,False,1434.6424001269042,1439.3649001140147,352.0,1087.3649001140147,4658.549509803365,True,0.06399978883564472,0,103,23,False,end_turn,B_stream_monitor,"{'p50': 0.05080003757029772, 'p90': 0.058330059982836246, 'p95': 0.06116492440924048, 'p99': 0.06343281595036387, 'mean': 0.052619981579482555, 'min': 0.04829978570342064, 'max': 0.06399978883564472, 'count': 10}",1,,0,0,103,23,1
6404588,humanities,Low,Explain what's base rate fallacy and list five specific examples of how politicians use it for campaigns. Provide a detailed plan for an election campaign using the first example.,Base rate fallacy used by politicians; five examples; campaign plan first.,29,11,True,False,1678.7656999658793,1795.2091998886317,273.0,1522.2091998886317,120.22998286110844,True,54.083900060504675,0,102,15,False,end_turn,B_stream_monitor,"{'p50': 0.18289987929165363, 'p90': 22.036160016432422, 'p95': 38.0600300384685, 'p99': 50.87912605609742, 'mean': 7.930785716910448, 'min': 0.06560003384947777, 'max': 54.083900060504675, 'count': 7}",3,,0,0,102,15,1
