prompt_id,category,complexity,prompt,response,prompt_word_count,response_word_count,is_compliant,is_estimated_usage,ttft_ms,e2e_latency_ms,server_latency_ms,client_overhead_ms,otps,has_valid_metrics,max_inter_token_latency_ms,stall_count,input_tokens,output_tokens,hit_token_limit,stop_reason,strategy,latency_percentiles,word_count_delta,first_attempt_compliant,cache_creation_input_tokens,cache_read_input_tokens,total_cost_input_tokens,total_cost_output_tokens,num_attempts
44067482,writing,Low,"Compose an engaging travel blog post about a recent trip to Hawaii, highlighting cultural experiences and must-see attractions. Rewrite your previous response. Start every sentence with the letter A.","A travel blog about Hawaii highlights cultural experiences, attractions, adventures, activities, and authentic",29,13,False,True,1395.9542999509722,1398.760300129652,,,5345.687471430329,True,0.06660004146397114,0,0,16,False,max_tokens,B_stream_monitor,"{'p50': 0.05230004899203777, 'p90': 0.06042006425559521, 'p95': 0.06351005285978316, 'p99': 0.06598204374313354, 'mean': 0.05435717425176075, 'min': 0.04950002767145634, 'max': 0.06660004146397114, 'count': 7}",5,,0,0,0,16,1
46091167,stem,Low,"In the field of quantum physics, what is superposition, and how does it relate to the phenomenon of quantum entanglement? What assumptions have you made in your response? Are they valid?",Superposition allows particles to exist in multiple states; entanglement links them.,31,11,True,False,1384.277299977839,1454.1664000134915,328.0,1126.1664000134915,200.3173598294753,True,49.022199818864465,0,105,15,False,end_turn,B_stream_monitor,"{'p50': 0.17770007252693176, 'p90': 24.606749997474253, 'p95': 36.81447490816936, 'p99': 46.58065483672545, 'mean': 8.31260000510762, 'min': 0.15119998715817928, 'max': 49.022199818864465, 'count': 6}",3,,0,0,105,15,1
57239570,stem,Low,What is the central dogma of molecular biology? What processes are involved? Who named this? Identify and fix one incorrect fact in your previous response.,Central dogma involves transcription and translation; Francis Crick named it.,25,10,True,False,1390.0448000058532,1462.4476998578757,328.0,1134.4476998578757,179.55081946399213,True,48.93640009686351,0,98,14,False,end_turn,B_stream_monitor,"{'p50': 0.18749991431832314, 'p90': 20.014840038493293, 'p95': 34.475620067678356, 'p99': 46.044244091026464, 'mean': 7.221157130386148, 'min': 0.16110017895698547, 'max': 48.93640009686351, 'count': 7}",2,,0,0,98,14,1
65106343,stem,Low,"Please explain the differences between exothermic and endothermic reactions, and include the criteria you used to distinguish between them. Additionally, please provide a real-world example to illustrate your explanation. Can a process involve both reactions? List one.",Exothermic releases heat; endothermic absorbs heat; both can occur in photosynthesis.,37,11,True,False,1451.3161999639124,1453.9399999193847,324.0,1129.9399999193847,6098.025867646452,True,0.09079999290406704,0,116,17,False,end_turn,B_stream_monitor,"{'p50': 0.05100015550851822, 'p90': 0.07214006036520006, 'p95': 0.08147002663463351, 'p99': 0.08893399965018033, 'mean': 0.05687144584953785, 'min': 0.04519987851381302, 'max': 0.09079999290406704, 'count': 7}",3,,0,0,116,17,1
25568812,stem,Low,How have the Alps and Rhine River influenced settlement and agriculture in Western Europe? List three impacts. How could you design a concrete but simple experiment to validate the first impact?,"Alps, Rhine River influence settlement, agriculture; experiment measure soil fertility.",31,10,True,False,1089.9457999039441,1565.6983000226319,363.0,1202.6983000226319,29.427065536192384,True,472.96519996598363,1,103,15,False,end_turn,B_stream_monitor,"{'p50': 0.05659996531903744, 'p90': 94.74032009020456, 'p95': 283.8527600280939, 'p99': 435.14271197840566, 'mean': 52.616555554171406, 'min': 0.05170004442334175, 'max': 472.96519996598363, 'count': 9}",2,,0,0,103,15,1
47292991,humanities,Low,"Provide insights into the correlation between economic indicators such as GDP, inflation, and unemployment rates. Explain how fiscal and monetary policies affect those indicators. Now, explain them again like I'm five.","GDP, inflation, unemployment; policies change them; big ideas for simple minds.",31,11,True,False,1550.1389000564814,1668.6005000956357,306.0,1362.6005000956357,135.06486485672684,True,86.89829986542463,0,108,17,False,end_turn,B_stream_monitor,"{'p50': 0.19580009393393993, 'p90': 24.07780010253191, 'p95': 55.48804998397827, 'p99': 80.61624988913539, 'mean': 10.311827275224708, 'min': 0.15479978173971176, 'max': 86.89829986542463, 'count': 11}",3,,0,0,108,17,1
68280443,humanities,Low,How do the stages of life shape our understanding of time and mortality? Write an allegorical poem that illustrates the above.,"Life's stages shape time, mortality, and our understanding through allegory.",21,10,True,False,1458.1128999125212,1460.3468000423163,378.0,1082.3468000423163,6714.71378685851,True,0.06360001862049103,0,92,16,False,end_turn,B_stream_monitor,"{'p50': 0.0508500961586833, 'p90': 0.06101008038967848, 'p95': 0.06230504950508475, 'p99': 0.06334102479740977, 'mean': 0.05238750600256026, 'min': 0.04359986633062363, 'max': 0.06360001862049103, 'count': 8}",2,,0,0,92,16,1
60780117,humanities,Low,Discuss antitrust laws and their impact on market competition. Compare the antitrust laws in US and China along with some case studies. Pick one case study and explain it in detail.,"""US vs. China antitrust laws impact market competition, case study example.""",31,11,True,False,1334.1467001009732,1402.2864999715239,263.0,1139.2864999715239,220.13566268900735,True,41.48729983717203,0,103,16,False,end_turn,B_stream_monitor,"{'p50': 0.18890004139393568, 'p90': 21.04929997585714, 'p95': 31.268299906514585, 'p99': 39.44349985104055, 'mean': 7.136749996182819, 'min': 0.16300007700920105, 'max': 41.48729983717203, 'count': 6}",3,,0,0,103,16,1
14125357,humanities,Low,Share ideas for adapting art masterpieces into interactive experiences for children. List 5 specific artworks and associated ideas. Write a concrete plan for your second example. Include budget estimates.,"Monet's ""Water Lilies"" interactive pond, budget $5,000; detailed plan included.",29,10,True,False,2681.625100085512,2800.626900047064,1497.0,1303.6269000470638,193.2743875086848,True,79.20449995435774,0,103,24,False,end_turn,B_stream_monitor,"{'p50': 0.16200006939470768, 'p90': 36.248400108888745, 'p95': 57.726450031623244, 'p99': 74.90888996981086, 'mean': 10.651618178764528, 'min': 0.06829993799328804, 'max': 79.20449995435774, 'count': 11}",2,,0,0,103,24,1
6404588,humanities,Low,Explain what's base rate fallacy and list five specific examples of how politicians use it for campaigns. Provide a detailed plan for an election campaign using the first example.,Base rate fallacy ignores general data; politicians use it to mislead voters.,29,12,True,True,1116.399300051853,1162.1820000000298,,,305.792362963459,True,44.25969999283552,0,0,15,False,max_tokens,B_stream_monitor,"{'p50': 0.06649992428719997, 'p90': 17.89264003746213, 'p95': 31.076170015148787, 'p99': 41.62299399729816, 'mean': 6.41267144653414, 'min': 0.05140015855431557, 'max': 44.25969999283552, 'count': 7}",4,,0,0,0,15,1
