prompt_id,category,complexity,prompt,response,prompt_word_count,response_word_count,is_compliant,is_estimated_usage,ttft_ms,e2e_latency_ms,server_latency_ms,client_overhead_ms,otps,has_valid_metrics,max_inter_token_latency_ms,stall_count,input_tokens,output_tokens,hit_token_limit,stop_reason,strategy,latency_percentiles,word_count_delta,first_attempt_compliant,cache_creation_input_tokens,cache_read_input_tokens,total_cost_input_tokens,total_cost_output_tokens,num_attempts
44067482,writing,Low,"Compose an engaging travel blog post about a recent trip to Hawaii, highlighting cultural experiences and must-see attractions. Rewrite your previous response. Start every sentence with the letter A.","Hawaii travel blog highlights cultural experiences, attractions, adventures, and local insights.",29,11,True,False,2542.295499937609,2599.105600034818,274.0,2325.105600034818,264.0375562502639,True,52.89670010097325,0,178,16,False,end_turn,C_fast_correction,"{'p50': 0.07989979349076748, 'p90': 31.77414010278881, 'p95': 42.33542010188102, 'p99': 50.784444101154804, 'mean': 10.639320034533739, 'min': 0.06180000491440296, 'max': 52.89670010097325, 'count': 5}",3,,0,0,284,38,2
46091167,stem,Low,"In the field of quantum physics, what is superposition, and how does it relate to the phenomenon of quantum entanglement? What assumptions have you made in your response? Are they valid?",Superposition allows particles to exist in multiple states; entanglement links them.,31,11,True,False,1084.7217999398708,1205.7115000206977,370.0,835.7115000206977,115.71232915402992,True,72.3204999230802,0,105,15,False,end_turn,C_fast_correction,"{'p50': 0.1221999991685152, 'p90': 29.308719933033014, 'p95': 50.81460992805655, 'p99': 68.01932192407546, 'mean': 10.511228581890464, 'min': 0.09050010703504086, 'max': 72.3204999230802, 'count': 7}",3,,0,0,105,15,1
57239570,stem,Low,What is the central dogma of molecular biology? What processes are involved? Who named this? Identify and fix one incorrect fact in your previous response.,Central dogma involves transcription and translation; Francis Crick named it.,25,10,True,False,1313.303800066933,1435.1681000553071,286.0,1149.1681000553071,106.67603228542077,True,69.207499967888,0,98,14,False,end_turn,C_fast_correction,"{'p50': 0.18019997514784336, 'p90': 28.23764001950624, 'p95': 48.72256999369706, 'p99': 65.11051397304979, 'mean': 10.193014284595847, 'min': 0.14590006321668625, 'max': 69.207499967888, 'count': 7}",2,,0,0,98,14,1
65106343,stem,Low,"Please explain the differences between exothermic and endothermic reactions, and include the criteria you used to distinguish between them. Additionally, please provide a real-world example to illustrate your explanation. Can a process involve both reactions? List one.",Exothermic releases heat; endothermic absorbs heat; combustion is both.,37,9,True,False,1396.174900000915,1512.0399000588804,374.0,1138.0399000588804,120.83027655457654,True,77.12359982542694,0,116,15,False,end_turn,C_fast_correction,"{'p50': 0.1829001121222973, 'p90': 32.29819992557171, 'p95': 54.71089987549925, 'p99': 72.64105983544137, 'mean': 11.488385731354356, 'min': 0.15030009672045708, 'max': 77.12359982542694, 'count': 7}",1,,0,0,116,15,1
25568812,stem,Low,How have the Alps and Rhine River influenced settlement and agriculture in Western Europe? List three impacts. How could you design a concrete but simple experiment to validate the first impact?,"Alps and Rhine River shaped settlement, agriculture, trade; experiment: compare soil fertility.",31,12,True,False,1260.962300002575,1264.3896001391113,368.0,896.3896001391113,4960.172533118227,True,0.06600003689527512,0,103,18,False,end_turn,C_fast_correction,"{'p50': 0.049900030717253685, 'p90': 0.06150011904537678, 'p95': 0.06375007797032595, 'p99': 0.06555004511028528, 'mean': 0.0520636412230405, 'min': 0.04659988917410374, 'max': 0.06600003689527512, 'count': 11}",4,,0,0,103,18,1
47292991,humanities,Low,"Provide insights into the correlation between economic indicators such as GDP, inflation, and unemployment rates. Explain how fiscal and monetary policies affect those indicators. Now, explain them again like I'm five.","GDP, inflation, unemployment; policies change them; simple rules for big results.",31,11,True,False,1001.535200048238,1457.7103999909014,314.0,1143.7103999909014,35.07424340913544,True,453.3591999206692,1,108,17,False,end_turn,C_fast_correction,"{'p50': 0.0521000474691391, 'p90': 90.81247993744918, 'p95': 272.085839929059, 'p99': 417.10452792234713, 'mean': 50.43566666750444, 'min': 0.04740012809634209, 'max': 453.3591999206692, 'count': 9}",3,,0,0,108,17,1
68280443,humanities,Low,How do the stages of life shape our understanding of time and mortality? Write an allegorical poem that illustrates the above.,"Life's stages shape time, mortality's shadow, poetic allegory.",21,8,True,False,1505.5068999063224,1508.2030999474227,374.0,1134.2030999474227,5563.38542071906,True,0.0654000323265791,0,92,16,False,end_turn,C_fast_correction,"{'p50': 0.04770001396536827, 'p90': 0.05659996531903744, 'p95': 0.06099999882280826, 'p99': 0.06452002562582493, 'mean': 0.05019999419649442, 'min': 0.04600011743605137, 'max': 0.0654000323265791, 'count': 9}",0,,0,0,92,16,1
60780117,humanities,Low,Discuss antitrust laws and their impact on market competition. Compare the antitrust laws in US and China along with some case studies. Pick one case study and explain it in detail.,US vs. China antitrust laws impact competition; Microsoft vs. US case study.,31,12,True,False,1078.6937000229955,1199.93929984048,387.0,812.9392998404801,131.96355186567908,True,94.18360004201531,0,103,17,False,end_turn,C_fast_correction,"{'p50': 0.1813999842852354, 'p90': 20.637799985706806, 'p95': 57.41070001386106, 'p99': 86.82902003638449, 'mean': 10.625299997627735, 'min': 0.15480001457035542, 'max': 94.18360004201531, 'count': 11}",4,,0,0,103,17,1
14125357,humanities,Low,Share ideas for adapting art masterpieces into interactive experiences for children. List 5 specific artworks and associated ideas. Write a concrete plan for your second example. Include budget estimates.,"Monet's ""Water Lilies"" interactive pond; budget $5,000 for tech.",29,9,True,False,1430.7956001721323,1433.412899961695,552.0,881.4128999616951,8023.536349845395,True,0.06269989535212517,0,103,22,False,end_turn,C_fast_correction,"{'p50': 0.04739989526569843, 'p90': 0.06150011904537678, 'p95': 0.06210000719875097, 'p99': 0.06257991772145033, 'mean': 0.05086363208564845, 'min': 0.045800115913152695, 'max': 0.06269989535212517, 'count': 11}",1,,0,0,103,22,1
6404588,humanities,Low,Explain what's base rate fallacy and list five specific examples of how politicians use it for campaigns. Provide a detailed plan for an election campaign using the first example.,Base rate fallacy ignores general data; politicians exploit it for misleading campaigns.,29,12,True,False,1386.3136998843402,1457.3603998869658,341.0,1116.3603998869658,197.0534873468102,True,54.75770006887615,0,102,15,False,end_turn,C_fast_correction,"{'p50': 0.16950001008808613, 'p90': 16.870620055124153, 'p95': 35.81416006200013, 'p99': 50.968992067500935, 'mean': 7.045150006888434, 'min': 0.1401999033987522, 'max': 54.75770006887615, 'count': 8}",4,,0,0,102,15,1
