prompt_id,category,complexity,prompt,response,prompt_word_count,response_word_count,is_compliant,is_estimated_usage,ttft_ms,e2e_latency_ms,server_latency_ms,client_overhead_ms,otps,has_valid_metrics,max_inter_token_latency_ms,stall_count,input_tokens,output_tokens,hit_token_limit,stop_reason,strategy,latency_percentiles,word_count_delta,first_attempt_compliant,cache_creation_input_tokens,cache_read_input_tokens,total_cost_input_tokens,total_cost_output_tokens,num_attempts,has_token_mismatch
44067482,writing,Low,"Compose an engaging travel blog post about a recent trip to Hawaii, highlighting cultural experiences and must-see attractions. Rewrite your previous response. Start every sentence with the letter A.","""Amazing cultural experiences, attractions await Hawaii travelers; authentic adventures await.""",29,10,True,False,1304.9420998431742,1419.105099979788,320.0,1099.105099979788,122.63167561510134,True,104.1223001666367,0,106,15,False,end_turn,C_fast_correction,"{'mean': 12.476966664608982, 'min': 0.05810009315609932, 'max': 104.1223001666367, 'count': 9, 'p50': 0.17959997057914734, 'p90': 25.29469998553397, 'p95': 64.7085000760853, 'p99': 96.23954014852643}",0,True,0,0,106,15,1,True
46091167,stem,Low,"In the field of quantum physics, what is superposition, and how does it relate to the phenomenon of quantum entanglement? What assumptions have you made in your response? Are they valid?",Superposition allows particles to exist in multiple states; entanglement links them.,31,11,True,False,1711.2012000288814,1830.5897999089211,368.0,1462.5897999089211,117.26412751357367,True,53.787299897521734,0,105,15,False,end_turn,C_fast_correction,"{'mean': 7.843999990395138, 'min': 0.0554998405277729, 'max': 53.787299897521734, 'count': 7, 'p50': 0.06330013275146484, 'p90': 22.00445998460056, 'p95': 37.895879941061104, 'p99': 50.60901590622959}",1,True,0,0,105,15,1,True
57239570,stem,Low,What is the central dogma of molecular biology? What processes are involved? Who named this? Identify and fix one incorrect fact in your previous response.,Central dogma involves transcription and translation; Francis Crick named it.,25,10,True,False,1459.8842000123113,1580.749100074172,737.0,843.749100074172,107.55810821294175,True,51.957499934360385,0,98,14,False,end_turn,C_fast_correction,"{'mean': 7.5709571330142875, 'min': 0.04830001853406429, 'max': 51.957499934360385, 'count': 7, 'p50': 0.06500002928078175, 'p90': 21.23557999730112, 'p95': 36.59653996583071, 'p99': 48.88530794065443}",0,True,0,0,98,14,1,True
65106343,stem,Low,"Please explain the differences between exothermic and endothermic reactions, and include the criteria you used to distinguish between them. Additionally, please provide a real-world example to illustrate your explanation. Can a process involve both reactions? List one.",Exothermic releases heat; endothermic absorbs heat; combustion is both.,37,9,True,False,1427.5609001051635,1432.307600043714,351.0,1081.307600043714,2949.4175282280244,True,0.06029987707734108,0,116,15,False,end_turn,C_fast_correction,"{'mean': 0.051100006593125205, 'min': 0.047800131142139435, 'max': 0.06029987707734108, 'count': 7, 'p50': 0.04939991049468517, 'p90': 0.056579988449811935, 'p95': 0.0584399327635765, 'p99': 0.059927888214588165}",-1,True,0,0,116,15,1,True
25568812,stem,Low,How have the Alps and Rhine River influenced settlement and agriculture in Western Europe? List three impacts. How could you design a concrete but simple experiment to validate the first impact?,"Alps, Rhine River influence settlement, agriculture; experiment compare soil fertility.",31,10,True,False,1046.537000220269,1568.6632001306862,335.0,1233.6632001306862,26.813440893029355,True,444.41769993864,1,103,15,False,end_turn,C_fast_correction,"{'mean': 57.63494443251855, 'min': 0.09169988334178925, 'max': 444.41769993864, 'count': 9, 'p50': 0.10529998689889908, 'p90': 147.70658011548227, 'p95': 296.062140027061, 'p99': 414.7465879563242}",0,True,0,0,103,15,1,True
47292991,humanities,Low,"Provide insights into the correlation between economic indicators such as GDP, inflation, and unemployment rates. Explain how fiscal and monetary policies affect those indicators. Now, explain them again like I'm five.","GDP, inflation, unemployment; policies change them; simple rules for big results.",31,11,True,False,1555.1190001424402,1983.2363000605255,457.0,1526.2363000605255,37.372934948112096,True,423.27469983138144,1,108,17,False,end_turn,C_fast_correction,"{'mean': 47.08294443682664, 'min': 0.04850002005696297, 'max': 423.27469983138144, 'count': 9, 'p50': 0.05150004290044308, 'p90': 84.74013996310539, 'p95': 254.00741989724324, 'p99': 389.4212438445538}",1,True,0,0,108,17,1,True
68280443,humanities,Low,How do the stages of life shape our understanding of time and mortality? Write an allegorical poem that illustrates the above.,"Life's stages shape time, mortality's shadow, poetic allegory.",21,8,True,False,1636.2433000467718,1755.492600146681,271.0,1484.492600146681,125.78690178837711,True,71.86849997378886,0,92,16,False,end_turn,C_fast_correction,"{'mean': 8.362411107454035, 'min': 0.05450006574392319, 'max': 71.86849997378886, 'count': 9, 'p50': 0.06360001862049103, 'p90': 15.828019985929144, 'p95': 43.848259979858966, 'p99': 66.26445197500288}",-2,True,0,0,92,16,1,True
60780117,humanities,Low,Discuss antitrust laws and their impact on market competition. Compare the antitrust laws in US and China along with some case studies. Pick one case study and explain it in detail.,"""US vs. China antitrust laws: Microsoft case highlights global competition.""",31,10,True,False,1842.9793999530375,2355.321899987757,396.0,1959.3218999877572,27.325470752575217,True,55.35100004635751,0,103,15,False,end_turn,C_fast_correction,"{'mean': 8.296357168416892, 'min': 0.06160000339150429, 'max': 55.35100004635751, 'count': 7, 'p50': 0.07440010085701942, 'p90': 23.030919954180735, 'p95': 39.19096000026907, 'p99': 52.118992037139805}",0,True,0,0,103,15,1,True
14125357,humanities,Low,Share ideas for adapting art masterpieces into interactive experiences for children. List 5 specific artworks and associated ideas. Write a concrete plan for your second example. Include budget estimates.,"Monet's ""Water Lilies"" interactive pond; budget $5,000 for tech.",29,9,True,False,1767.1109999064356,1771.7654998414218,327.0,1444.7654998414218,4511.7628732037165,True,0.06500002928078175,0,103,22,False,end_turn,C_fast_correction,"{'mean': 0.05051000043749809, 'min': 0.04630000330507755, 'max': 0.06500002928078175, 'count': 10, 'p50': 0.04795007407665253, 'p90': 0.05779997445642948, 'p95': 0.06140000186860561, 'p99': 0.06428002379834652}",-1,True,0,0,103,22,1,True
6404588,humanities,Low,Explain what's base rate fallacy and list five specific examples of how politicians use it for campaigns. Provide a detailed plan for an election campaign using the first example.,Base rate fallacy ignores general data; politicians exploit it for misleading campaigns.,29,12,True,False,1844.8765000794083,1848.5832000151277,357.0,1491.5832000151277,3776.944517437173,True,0.06389990448951721,0,102,15,False,end_turn,C_fast_correction,"{'mean': 0.05052497726865113, 'min': 0.04159985110163689, 'max': 0.06389990448951721, 'count': 8, 'p50': 0.04934996832162142, 'p90': 0.05794994067400694, 'p95': 0.06092492258176207, 'p99': 0.06330490810796618}",2,True,0,0,102,15,1,True
